record,group,seg,t0_s,n_gt,TP,FP,FN,F1,bad,p_bad_oof,sampen,kurtosis,spec_entropy,band_ratio,rr_cv,rr_plaus,bsqi,n_det,psd_fhr,tau_acf,peak_prob_mean,prob_max
B1_01,B1,175,700.0,11,11,0,0,100.000000,0,0.009799,0.581785,15.1963,0.702973,0.516685,0.0118035,1,0,11,0.177504,4,0.993277,0.997915
B1_01,B1,176,704.0,10,10,0,0,100.000000,0,0.010277,0.659762,8.38935,0.735349,0.595308,0.0206186,1,1,10,0.183266,3,0.992041,0.997462
B1_01,B1,177,708.0,10,10,0,0,100.000000,0,0.011027,0.597265,16.7899,0.707654,0.556985,0.0126269,1,0,10,0.0510623,4,0.994123,0.997759
B1_01,B1,178,712.0,10,10,0,0,100.000000,0,0.009168,0.542823,16.3096,0.660992,0.558926,0.016497,1,0,10,0.0843999,4,0.995473,0.998457
B1_01,B1,179,716.0,10,10,0,0,100.000000,0,0.003153,0.519747,14.551,0.658438,0.565572,0.00969822,1,0.166667,10,0.161724,4,0.975288,0.997546
B1_01,B1,180,720.0,10,10,0,0,100.000000,0,0.039084,0.703552,9.11747,0.735896,0.528763,0.0162545,1,1,10,0.204977,3,0.994632,0.997961
B1_01,B1,181,724.0,11,11,0,0,100.000000,0,0.001085,0.684971,7.11025,0.735375,0.537034,0.00853286,1,1,10,0.188688,3,0.996605,0.997869
B1_01,B1,182,728.0,10,10,0,0,100.000000,0,0.009179,0.721154,8.16833,0.729459,0.54342,0.0129873,1,0.952381,11,0.175657,3,0.994569,0.99795
B1_01,B1,183,732.0,10,10,0,0,100.000000,0,0.012457,0.552561,20.2477,0.688527,0.51012,0.0114714,1,0,10,0.131118,4,0.993014,0.997121
B1_01,B1,184,736.0,10,10,0,0,100.000000,0,0.005897,0.548995,31.8385,0.707399,0.56227,0.0163782,1,0.181818,10,0.232769,4,0.992196,0.998038
B1_01,B1,185,740.0,10,10,0,0,100.000000,0,0.009537,0.549376,19.0053,0.650901,0.566181,0.0161266,1,0,10,0.0780201,4,0.995074,0.998519
B1_01,B1,186,744.0,10,10,0,0,100.000000,0,0.008189,0.506214,14.901,0.693592,0.544982,0.0174028,1,0,10,0.0493253,4,0.993006,0.997458
B1_01,B1,187,748.0,11,11,0,0,100.000000,0,0.001792,0.378944,12.5962,0.623242,0.57468,0.0201245,1,0.133333,11,0.0540035,4,0.993106,0.998018
B1_01,B1,188,752.0,10,10,0,0,100.000000,0,0.015441,0.863299,6.57759,0.753146,0.549834,0.0133779,1,1,10,0.196556,3,0.991108,0.997571
B1_01,B1,189,756.0,10,10,0,0,100.000000,0,0.001559,0.588633,28.9896,0.682043,0.570278,0.0103848,1,0.181818,10,0.116892,4,0.990756,0.998225
B1_01,B1,190,760.0,10,10,0,0,100.000000,0,0.001086,0.49003,15.6858,0.675098,0.499521,0.00695758,1,0,10,0.130066,4,0.996352,0.997993
B1_01,B1,191,764.0,10,10,0,0,100.000000,0,0.002467,0.789901,7.06644,0.744541,0.565917,0.00873919,1,1,10,0.201119,3,0.99479,0.998097
B1_01,B1,192,768.0,10,10,0,0,100.000000,0,0.009721,0.55227,35.2165,0.662878,0.544076,0.013275,1,0.181818,10,0.12537,4,0.993193,0.998244
B1_01,B1,193,772.0,11,11,0,0,100.000000,0,0.035005,0.579309,16.5614,0.685604,0.44664,0.0146023,1,0.166667,10,0.121714,4,0.986571,0.998086
B1_01,B1,194,776.0,10,10,0,0,100.000000,0,0.000511,0.670347,17.367,0.665449,0.541878,0.00828157,1,0.166667,11,0.108921,4,0.992091,0.997111
B1_01,B1,195,780.0,10,10,0,0,100.000000,0,0.089436,0.828565,5.76457,0.731741,0.457144,0.0176985,1,1,10,0.217834,3,0.993085,0.99694
B1_01,B1,196,784.0,11,11,0,0,100.000000,0,0.000991,0.875716,3.71007,0.737818,0.4779,0.00722394,1,0.952381,11,0.158991,3,0.994341,0.996974
B1_01,B1,197,788.0,10,10,0,0,100.000000,0,0.003426,0.626752,21.8326,0.685277,0.47183,0.00992431,1,0.181818,10,0.16138,4,0.995621,0.998155
B1_01,B1,198,792.0,11,11,0,0,100.000000,0,0.003095,0.551376,13.0215,0.706029,0.525678,0.0245086,1,0.588235,11,0.0764709,4,0.986281,0.99907
B1_01,B1,199,796.0,11,11,0,0,100.000000,0,0.002625,0.596867,23.4999,0.729792,0.554621,0.0170241,1,0.166667,11,0.187697,4,0.986312,0.995682
B1_01,B1,200,800.0,11,11,0,0,100.000000,0,0.011257,0.747727,15.163,0.728097,0.556341,0.0114491,1,0.166667,11,0.274316,4,0.978264,0.998119
B1_01,B1,201,804.0,11,11,0,0,100.000000,0,0.002127,0.608411,25.3727,0.65145,0.533325,0.0238034,1,0.166667,11,0.171665,4,0.987568,0.998132
B1_01,B1,202,808.0,10,10,0,0,100.000000,0,0.350744,0.825773,6.62467,0.742793,0.44044,0.0195965,1,1,10,0.178267,3,0.994592,0.998168
B1_01,B1,203,812.0,10,10,0,0,100.000000,0,0.009715,0.575573,16.7625,0.69405,0.555496,0.0108669,1,0.166667,10,0.0924847,4,0.994264,0.998313
B1_01,B1,204,816.0,11,11,0,0,100.000000,0,0.004993,0.840218,5.61717,0.746967,0.509414,0.0112425,1,0.952381,11,0.136712,3,0.993686,0.998692
B1_01,B1,205,820.0,10,10,0,0,100.000000,0,0.002985,0.483827,25.5603,0.677435,0.506443,0.0104366,1,0.333333,10,0.250382,4,0.991901,0.997696
B1_01,B1,206,824.0,10,10,0,0,100.000000,0,0.001584,0.545455,19.4764,0.678084,0.499546,0.00992705,1,0,10,0.117748,4,0.992242,0.997729
B1_01,B1,207,828.0,10,10,0,0,100.000000,0,0.036343,0.626209,20.0496,0.703787,0.474139,0.0179029,1,0.166667,10,0.0949311,4,0.994362,0.997565
B1_01,B1,208,832.0,10,10,0,0,100.000000,0,0.003695,0.768389,7.61555,0.737664,0.416605,0.00655738,1,0.947368,10,0.139606,3,0.9956,0.997203
B1_01,B1,209,836.0,10,10,0,0,100.000000,0,0.024759,0.680594,18.8627,0.668593,0.475541,0.0160082,1,0.181818,10,0.121578,4,0.992397,0.998722
B1_01,B1,210,840.0,10,10,0,0,100.000000,0,0.011757,0.606272,22.4225,0.720415,0.499279,0.0179543,1,0.181818,10,0.151901,4,0.992633,0.998457
B1_01,B1,211,844.0,11,11,0,0,100.000000,0,0.015676,0.638099,19.8611,0.708167,0.463094,0.017812,1,0,11,0.17317,4,0.990647,0.997277
B1_01,B1,212,848.0,12,12,0,0,100.000000,0,0.029396,0.849591,5.32535,0.741948,0.533148,0.0152933,1,0.909091,12,0.183463,3,0.99189,0.9983
B1_01,B1,213,852.0,10,10,0,0,100.000000,0,0.006120,0.852297,6.60617,0.743707,0.530888,0.0223249,1,1,10,0.22438,3,0.994481,0.99771
B1_01,B1,214,856.0,11,11,0,0,100.000000,0,0.000340,0.58212,23.163,0.738821,0.60171,0.00728408,1,0,11,0.184838,4,0.992789,0.997993
B1_01,B1,215,860.0,10,10,0,0,100.000000,0,0.000774,0.852737,6.44595,0.749816,0.552904,0.00509936,1,1,10,0.217097,3,0.996253,0.99857
B1_01,B1,216,864.0,10,10,0,0,100.000000,0,0.009721,0.458511,23.7115,0.63857,0.565393,0.0123,1,0.333333,10,0.156981,4,0.98949,0.996312
B1_01,B1,217,868.0,10,10,0,0,100.000000,0,0.015441,0.868797,7.46153,0.744256,0.55643,0.0137139,1,1,10,0.193851,3,0.992821,0.997072
B1_01,B1,218,872.0,9,9,1,0,94.736842,0,0.010401,0.738764,6.57522,0.740521,0.570227,0.0112367,1,1,10,0.2118,3,0.995501,0.99829
B1_01,B1,219,876.0,10,10,0,0,100.000000,0,0.012457,0.504217,17.8502,0.656393,0.517801,0.0176576,1,0,10,0.116975,4,0.993955,0.997932
B1_01,B1,220,880.0,11,11,0,0,100.000000,0,0.032720,0.754937,7.15574,0.740287,0.487259,0.0115858,1,0.952381,11,0.179325,3,0.995736,0.998698
B1_01,B1,221,884.0,10,10,0,0,100.000000,0,0.001839,0.778994,7.80223,0.731195,0.552021,0.00956637,1,1,10,0.15767,3,0.995119,0.998264
B1_01,B1,222,888.0,11,11,0,0,100.000000,0,0.001330,0.507987,17.0921,0.647672,0.537364,0.0150749,1,0,11,0.0920926,4,0.991525,0.998734
B1_01,B1,223,892.0,10,10,0,0,100.000000,0,0.000700,0.718357,9.61122,0.74495,0.539608,0.0083316,1,1,10,0.235471,3,0.993373,0.998547
B1_01,B1,224,896.0,10,10,0,0,100.000000,0,0.109152,0.758684,7.76821,0.733019,0.469627,0.012755,1,1,10,0.239696,3,0.992384,0.997673
B1_01,B1,225,900.0,10,10,0,0,100.000000,0,0.000961,0.794325,7.84642,0.727461,0.552317,0.00694973,1,1,10,0.244085,3,0.994793,0.998855
B1_01,B1,226,904.0,11,11,0,0,100.000000,0,0.003307,0.73601,7.53488,0.748599,0.534822,0.0125523,1,1,11,0.243387,3,0.99528,0.998817
B1_01,B1,227,908.0,11,11,0,0,100.000000,0,0.002694,0.501537,28.2695,0.672563,0.487799,0.0181883,1,0.166667,11,0.170702,4,0.988905,0.998231
B1_01,B1,228,912.0,11,11,0,0,100.000000,0,0.005801,0.825176,6.65077,0.740373,0.575068,0.0165746,1,1,11,0.212146,3,0.992681,0.998448
B1_01,B1,229,916.0,11,11,0,0,100.000000,0,0.009592,0.649197,9.07866,0.720455,0.454947,0.00757989,1,1,11,0.229848,3,0.988434,0.997464
B1_01,B1,230,920.0,11,11,0,0,100.000000,0,0.000477,0.520919,19.7201,0.707684,0.599756,0.00750368,1,0.777778,11,0.213674,3,0.992352,0.998757
B1_01,B1,231,924.0,12,12,0,0,100.000000,0,0.003610,0.628883,9.60379,0.722997,0.467359,0.00564972,1,0.952381,11,0.217247,3,0.972622,0.997636
B1_01,B1,232,928.0,11,11,0,0,100.000000,0,0.003628,0.554188,18.3982,0.676928,0.564633,0.0160511,1,0.153846,12,0.159551,3,0.981242,0.998444
B1_01,B1,233,932.0,11,11,0,0,100.000000,0,0.008171,0.658829,8.36163,0.711223,0.519719,0.0140516,1,1,11,0.292986,3,0.990199,0.997121
B1_01,B1,234,936.0,11,11,0,0,100.000000,0,0.000288,0.563719,24.196,0.676741,0.56283,0.00884956,1,0.166667,11,0.143524,4,0.99104,0.998603
B1_01,B1,235,940.0,11,11,0,0,100.000000,0,0.003385,0.515085,25.7701,0.695086,0.521336,0.0108413,1,0.166667,11,0.159186,4,0.995191,0.998512
B1_01,B1,236,944.0,10,10,0,0,100.000000,0,0.019164,0.630576,11.9676,0.71642,0.45205,0.0145559,1,0.9,10,0.162467,3,0.993896,0.999054
B1_01,B1,237,948.0,10,10,0,0,100.000000,0,0.009600,0.669943,10.1936,0.750178,0.545264,0.0383817,1,1,10,0.125032,3,0.993972,0.997373
B1_01,B1,238,952.0,9,9,0,0,100.000000,0,0.013336,0.726913,9.53483,0.748406,0.495863,0.0286543,1,1,9,0.135754,3,0.994598,0.997658
B1_01,B1,239,956.0,11,11,0,0,100.000000,0,0.001935,0.665945,7.8917,0.740239,0.581819,0.0143149,1,1,11,0.226303,3,0.997378,0.998713
B1_01,B1,240,960.0,10,10,0,0,100.000000,0,0.004585,0.775302,8.90579,0.739023,0.48845,0.00774912,1,1,10,0.192999,3,0.99799,0.999187
B1_01,B1,241,964.0,11,11,0,0,100.000000,0,0.004801,0.72265,8.39781,0.730289,0.568548,0.0134505,1,1,11,0.210163,3,0.989752,0.998997
B1_01,B1,242,968.0,10,10,0,0,100.000000,0,0.007678,0.538786,22.0149,0.669346,0.511777,0.0217475,1,0.181818,10,0.125909,4,0.994642,0.99878
B1_01,B1,243,972.0,10,10,0,0,100.000000,0,0.155330,0.700722,7.56238,0.740815,0.453545,0.0149229,1,1,10,0.208674,3,0.995459,0.999216
B1_01,B1,244,976.0,10,10,0,0,100.000000,0,0.000627,0.561112,13.3344,0.72745,0.531929,0.00696864,1,0.705882,10,0.162994,4,0.997001,0.999066
B1_01,B1,245,980.0,11,11,0,0,100.000000,0,0.000565,0.574833,21.1168,0.688461,0.491978,0.00853149,1,0.166667,11,0.159028,4,0.995592,0.998509
B1_01,B1,246,984.0,11,11,0,0,100.000000,0,0.002210,0.602274,9.55658,0.728798,0.588846,0.0171333,1,0.952381,11,0.211109,3,0.993283,0.997929
B1_01,B1,247,988.0,11,11,0,0,100.000000,0,0.001179,0.505724,18.6278,0.68124,0.514355,0.00599017,1,0.533333,11,0.23557,4,0.973781,0.998142
B1_01,B1,248,992.0,11,11,0,0,100.000000,0,0.000811,0.551436,9.78481,0.729003,0.538005,0.00552932,1,1,11,0.190128,3,0.995568,0.997688
B1_01,B1,249,996.0,11,11,0,0,100.000000,0,0.001672,0.562861,11.0795,0.72768,0.607986,0.0188084,1,1,11,0.24773,3,0.964972,0.997982
B1_01,B1,250,1000.0,11,11,0,0,100.000000,0,0.000503,0.556875,15.6429,0.698231,0.66102,0.0130024,1,0.9,11,0.223762,3,0.991725,0.998854
B1_01,B1,251,1004.0,11,11,0,0,100.000000,0,0.000345,0.604152,10.0895,0.730579,0.596292,0.0068006,1,1,11,0.239075,3,0.997254,0.99906
B1_01,B1,252,1008.0,11,11,0,0,100.000000,0,0.001472,0.54817,10.2621,0.733939,0.549033,0.0135417,1,1,11,0.241975,3,0.996429,0.998849
B1_01,B1,253,1012.0,10,10,0,0,100.000000,0,0.003968,0.642661,10.4424,0.739474,0.574062,0.0186695,1,1,10,0.218823,3,0.997202,0.998448
B1_01,B1,254,1016.0,9,9,0,0,100.000000,0,0.014059,0.575673,26.6986,0.707777,0.500668,0.0158563,1,0.363636,9,0.221652,4,0.993654,0.99865
B1_01,B1,255,1020.0,10,10,0,0,100.000000,0,0.005992,0.656927,10.2695,0.735699,0.463268,0.00994913,1,1,10,0.21536,3,0.997015,0.998437
B1_01,B1,256,1024.0,11,11,0,0,100.000000,0,0.120350,0.613411,11.0516,0.708723,0.478378,0.0135097,1,0.9,11,0.191575,3,0.99309,0.998945
B1_01,B1,257,1028.0,10,10,0,0,100.000000,0,0.050260,0.619014,13.3994,0.752291,0.446306,0.019548,1,0.823529,10,0.230773,3,0.993584,0.998437
B1_01,B1,258,1032.0,10,10,0,0,100.000000,0,0.068046,0.76828,8.6904,0.744932,0.364845,0.0198016,1,1,10,0.192294,3,0.996146,0.997828
B1_01,B1,259,1036.0,11,11,0,0,100.000000,0,0.012716,0.685786,7.63813,0.730694,0.565456,0.0128435,1,1,11,0.195641,3,0.996672,0.998538
B1_01,B1,260,1040.0,11,11,0,0,100.000000,0,0.001240,0.534583,28.595,0.726284,0.582555,0.0144605,1,0.166667,11,0.239331,4,0.984838,0.997932
B1_01,B1,261,1044.0,11,11,0,0,100.000000,0,0.004801,0.724604,8.18623,0.726183,0.560292,0.0153602,1,1,11,0.260675,3,0.994146,0.998715
B1_01,B1,262,1048.0,11,11,0,0,100.000000,0,0.001616,0.516031,17.1367,0.667593,0.533743,0.0170459,1,0.307692,11,0.106399,4,0.985573,0.998737
B1_01,B1,263,1052.0,10,10,0,0,100.000000,0,0.000869,0.701057,9.49858,0.729569,0.549535,0.00811833,1,1,10,0.251997,3,0.99718,0.998703
B1_01,B1,264,1056.0,11,11,0,0,100.000000,0,0.000380,0.594325,18.7492,0.738671,0.547493,0.00979183,1,0.428571,11,0.189984,4,0.996284,0.997817
B1_01,B1,265,1060.0,10,10,0,0,100.000000,0,0.003789,0.714968,8.80282,0.72837,0.522569,0.00846834,1,1,10,0.255884,3,0.996139,0.998437
B1_01,B1,266,1064.0,11,11,0,0,100.000000,0,0.001239,0.519141,23.7557,0.705114,0.550317,0.0156479,1,0.166667,11,0.259755,4,0.99202,0.998005
B1_01,B1,267,1068.0,11,11,0,0,100.000000,0,0.005269,0.50882,14.512,0.67223,0.509835,0.027914,1,0.153846,11,0.146671,4,0.988281,0.997776
B1_01,B1,268,1072.0,11,11,0,0,100.000000,0,0.001279,0.55115,27.4714,0.680919,0.561056,0.0117712,1,0.166667,11,0.121655,4,0.994187,0.99875
B1_01,B1,269,1076.0,10,10,0,0,100.000000,0,0.001835,0.608719,16.446,0.750548,0.635319,0.019685,1,0,10,0.138279,4,0.994293,0.998165
B1_01,B1,270,1080.0,10,10,0,0,100.000000,0,0.006145,0.554303,18.8697,0.726509,0.543973,0.012755,1,0.166667,10,0.244583,4,0.99476,0.998168
B1_01,B1,271,1084.0,11,11,0,0,100.000000,0,0.001765,0.56901,16.4433,0.699876,0.56211,0.0193609,1,0,11,0.0482377,4,0.995382,0.998425
B1_01,B1,272,1088.0,10,10,0,0,100.000000,0,0.001295,0.448041,16.7756,0.702653,0.5801,0.00710186,1,0.166667,10,0.210757,4,0.992341,0.998445
B1_01,B1,273,1092.0,10,10,0,0,100.000000,0,0.000497,0.559867,29.7267,0.68622,0.613015,0.0076685,1,0.181818,10,0.118149,4,0.994561,0.998245
B1_01,B1,274,1096.0,11,11,0,0,100.000000,0,0.002005,0.697277,7.31783,0.747976,0.627901,0.0248938,1,0.909091,11,0.179308,3,0.994661,0.99876
B1_01,B1,275,1100.0,10,10,0,0,100.000000,0,0.007673,0.570055,13.7902,0.660601,0.494645,0.0226599,1,0.307692,10,0.0848677,4,0.994836,0.998692
B1_01,B1,276,1104.0,11,11,0,0,100.000000,0,0.000185,0.542034,15.8733,0.670013,0.58665,0.004158,1,0,11,0.129679,4,0.996636,0.998939
B1_01,B1,277,1108.0,10,10,0,0,100.000000,0,0.001359,0.522229,19.071,0.702769,0.589857,0.00891734,1,0,10,0.0704563,4,0.996882,0.998517
B1_01,B1,278,1112.0,10,10,0,0,100.000000,0,0.009721,0.533107,18.9069,0.689427,0.596545,0.0166646,1,0,10,0.152661,4,0.993277,0.998164
B1_01,B1,279,1116.0,10,10,0,0,100.000000,0,0.001038,0.514148,30.7417,0.67545,0.587253,0.00317801,1,0.333333,10,0.111704,4,0.993709,0.99878
B1_01,B1,280,1120.0,10,10,0,0,100.000000,0,0.007930,0.756566,7.11178,0.74916,0.593221,0.0210819,1,1,10,0.242199,3,0.99351,0.998124
B1_01,B1,281,1124.0,10,10,0,0,100.000000,0,0.030183,0.763287,7.4332,0.73479,0.538918,0.0116636,1,1,10,0.196626,3,0.994978,0.998123
B1_01,B1,282,1128.0,11,11,0,0,100.000000,0,0.002352,0.505298,20.4739,0.685002,0.579055,0.010557,1,0.428571,11,0.182796,4,0.994539,0.998607
B1_01,B1,283,1132.0,10,10,0,0,100.000000,0,0.002367,0.773152,6.81319,0.722712,0.565319,0.00330424,1,1,10,0.136739,3,0.99608,0.998473
B1_01,B1,284,1136.0,11,11,0,0,100.000000,0,0.003305,0.496733,21.5684,0.635578,0.507946,0.0180977,1,0.307692,11,0.150103,4,0.987731,0.997938
B1_01,B1,285,1140.0,10,10,0,0,100.000000,0,0.013350,0.743642,7.42797,0.740026,0.547916,0.0109244,1,1,10,0.242758,3,0.996173,0.998433
B1_01,B1,286,1144.0,10,10,0,0,100.000000,0,0.012973,0.604388,28.5288,0.661447,0.529079,0.013762,1,0.181818,10,0.104239,4,0.989539,0.99836
B1_01,B1,287,1148.0,10,10,0,0,100.000000,0,0.000802,0.810921,6.60812,0.743082,0.552637,0.00702097,1,1,10,0.247502,3,0.996673,0.998925
B1_01,B1,288,1152.0,11,11,0,0,100.000000,0,0.012730,0.753688,7.99842,0.735185,0.533157,0.0156555,1,1,11,0.193812,3,0.996041,0.998861
B1_01,B1,289,1156.0,11,11,0,0,100.000000,0,0.002905,0.656987,7.35618,0.733554,0.569057,0.0145232,1,1,11,0.254747,3,0.996,0.998249
B1_01,B1,290,1160.0,11,11,0,0,100.000000,0,0.003540,0.624136,25.4975,0.676455,0.521375,0.0130059,1,0.166667,11,0.17167,4,0.990498,0.996766
B1_01,B1,291,1164.0,11,11,0,0,100.000000,0,0.008106,0.900181,4.56119,0.736255,0.512457,0.0121716,1,0.857143,11,0.145652,3,0.992526,0.997146
B1_01,B1,292,1168.0,11,11,0,0,100.000000,0,0.001565,0.626898,29.0393,0.648281,0.552047,0.0132971,1,0.166667,11,0.231587,4,0.983516,0.99717
B1_01,B1,293,1172.0,11,11,0,0,100.000000,0,0.001155,0.903538,4.51379,0.735511,0.466114,0.00860663,1,1,11,0.135563,3,0.992261,0.996496
B1_01,B1,294,1176.0,10,10,0,0,100.000000,0,0.071624,0.676734,23.5205,0.688755,0.402376,0.0313222,1,0.181818,10,0.155363,4,0.98826,0.998207
B1_01,B1,295,1180.0,10,10,0,0,100.000000,0,0.004681,0.835228,4.26254,0.746693,0.492015,0.0114714,1,1,10,0.118201,3,0.994376,0.998373
B1_01,B1,296,1184.0,11,11,0,0,100.000000,0,0.001607,0.711779,19.891,0.687925,0.420016,0.00728408,1,0.166667,11,0.0903926,4,0.993851,0.998626
B1_01,B1,297,1188.0,10,10,0,0,100.000000,0,0.009244,0.844623,5.11235,0.747867,0.51412,0.018725,1,1,10,0.175487,3,0.995086,0.99784
B1_01,B1,298,1192.0,11,11,0,0,100.000000,0,0.067355,0.857225,6.12418,0.747955,0.501712,0.0147314,1,0.952381,11,0.200753,3,0.994402,0.998676
B1_02,B1,0,0.0,9,9,0,0,100.000000,0,0.548593,0.816912,8.84796,0.736953,0.486577,0.0207737,1,0.941176,9,0.19871,3,0.997267,0.998734
B1_02,B1,1,4.0,9,9,0,0,100.000000,0,0.001537,0.839832,6.01148,0.720747,0.578688,0.00654729,1,1,9,0.152652,4,0.995689,0.998627
B1_02,B1,2,8.0,9,9,0,0,100.000000,0,0.000194,1.08894,4.47192,0.765818,0.623461,0.00958606,1,1,9,0.128704,3,0.996463,0.997461
B1_02,B1,3,12.0,9,9,0,0,100.000000,0,0.010539,0.811462,5.5788,0.746564,0.611248,0.0150811,1,0.888889,9,0.151213,3,0.996206,0.998199
B1_02,B1,4,16.0,8,8,0,0,100.000000,0,0.065833,0.826668,8.5926,0.735714,0.467547,0.0305257,1,1,8,0.270775,3,0.997259,0.99876
B1_02,B1,5,20.0,9,9,0,0,100.000000,0,0.016404,0.835931,6.94596,0.743546,0.557012,0.0207282,1,1,9,0.175396,3,0.997354,0.998608
B1_02,B1,6,24.0,10,10,0,0,100.000000,0,0.010539,0.834946,5.51115,0.718751,0.470272,0.00895072,1,1,10,0.141608,3,0.997666,0.998878
B1_02,B1,7,28.0,9,9,0,0,100.000000,0,0.001644,0.726346,8.27596,0.728853,0.55906,0.00744338,1,1,9,0.162774,3,0.998093,0.998784
B1_02,B1,8,32.0,10,10,0,0,100.000000,0,0.003065,0.754306,7.45645,0.734157,0.598097,0.00470751,1,1,10,0.179069,3,0.997929,0.998667
B1_02,B1,9,36.0,9,9,0,0,100.000000,0,0.002702,0.784213,8.52396,0.725314,0.498474,0.00821036,1,1,9,0.236504,3,0.998269,0.998779
B1_02,B1,10,40.0,9,9,0,0,100.000000,0,0.098750,0.727293,8.90732,0.729922,0.473399,0.0293035,1,1,9,0.267666,3,0.997789,0.998518
B1_02,B1,11,44.0,9,9,0,0,100.000000,0,0.072917,0.474925,35.2442,0.732776,0.574914,0.0411659,1,0.2,9,0.161481,4,0.996153,0.998829
B1_02,B1,12,48.0,8,8,0,0,100.000000,0,0.010804,0.738182,7.73613,0.719045,0.594517,0.0252982,1,1,8,0.219242,4,0.997736,0.998771
B1_02,B1,13,52.0,9,9,0,0,100.000000,0,0.002652,0.671407,6.49833,0.723024,0.558318,0.0210219,1,1,9,0.224604,3,0.996862,0.998672
B1_02,B1,14,56.0,9,9,0,0,100.000000,0,0.039289,0.703196,6.94541,0.73295,0.522065,0.0200455,1,0.888889,9,0.239059,3,0.997693,0.998535
B1_02,B1,15,60.0,9,9,0,0,100.000000,0,0.001391,0.653071,6.76529,0.720168,0.52105,0.0099746,1,1,9,0.103927,3,0.997964,0.998661
B1_02,B1,16,64.0,9,9,0,0,100.000000,0,0.056198,0.802142,8.55673,0.739776,0.464991,0.0142344,1,1,9,0.139879,3,0.99811,0.998742
B1_02,B1,17,68.0,8,8,0,0,100.000000,0,0.078821,0.69862,6.29188,0.698305,0.28088,0.0156741,1,1,8,0.154643,4,0.998436,0.99895
B1_02,B1,18,72.0,9,9,0,0,100.000000,0,0.028380,0.776947,5.8068,0.715912,0.53412,0.0116042,1,0.888889,9,0.233173,4,0.997928,0.998742
B1_02,B1,19,76.0,9,9,0,0,100.000000,0,0.029992,0.714451,7.22681,0.733961,0.510242,0.0125118,1,1,9,0.28513,4,0.998197,0.998859
B1_02,B1,20,80.0,9,9,0,0,100.000000,0,0.118544,0.70787,10.6421,0.743676,0.380136,0.0165186,1,1,9,0.180743,3,0.998215,0.998931
B1_02,B1,21,84.0,8,8,0,0,100.000000,0,0.012464,0.713432,10.7599,0.73887,0.579558,0.0204094,1,1,8,0.150283,4,0.997857,0.9986
B1_02,B1,22,88.0,9,9,0,0,100.000000,0,0.001403,0.747326,6.80407,0.715733,0.540771,0.00452489,1,1,9,0.222325,4,0.997253,0.998961
B1_02,B1,23,92.0,9,9,0,0,100.000000,0,0.410689,0.693726,9.46168,0.724726,0.325008,0.0215946,1,1,9,0.193898,4,0.997461,0.998485
B1_02,B1,24,96.0,9,9,0,0,100.000000,0,0.169809,0.700787,7.02491,0.708859,0.428707,0.00628539,1,1,9,0.196817,4,0.998298,0.998748
B1_02,B1,25,100.0,9,9,0,0,100.000000,0,0.026589,0.659664,7.17377,0.705641,0.469621,0.0103045,1,1,9,0.19467,3,0.998276,0.998791
B1_02,B1,26,104.0,9,9,0,0,100.000000,0,0.001779,0.693829,8.26918,0.708872,0.577969,0.00539008,1,0.947368,10,0.151716,3,0.997696,0.998591
B1_02,B1,27,108.0,10,10,0,0,100.000000,0,0.001062,0.543134,16.15,0.646327,0.566904,0.00787797,1,0.2,9,0.153406,4,0.997093,0.99881
B1_02,B1,28,112.0,10,10,0,0,100.000000,0,0.001792,0.598864,6.90229,0.69583,0.563775,0.00796097,1,1,10,0.201986,4,0.99836,0.99902
B1_02,B1,29,116.0,9,9,0,0,100.000000,0,0.003706,0.654732,7.68563,0.725894,0.546345,0.0131192,1,0.947368,9,0.1644,4,0.996511,0.998866
B1_02,B1,30,120.0,9,9,0,0,100.000000,0,0.000641,0.601738,10.3803,0.70933,0.509176,0.00555716,1,1,9,0.232649,3,0.99822,0.998742
B1_02,B1,31,124.0,9,9,0,0,100.000000,0,0.000555,0.658055,9.47006,0.733519,0.565684,0.00440565,1,0.947368,10,0.23815,3,0.998247,0.998831
B1_02,B1,32,128.0,10,10,0,0,100.000000,0,0.001134,0.639966,8.57312,0.710252,0.574915,0.0045511,1,1,9,0.194898,3,0.998133,0.998717
B1_02,B1,33,132.0,9,9,0,0,100.000000,0,0.010684,0.795636,9.87724,0.73758,0.497279,0.0047619,1,1,9,0.185063,3,0.997986,0.998556
B1_02,B1,34,136.0,10,10,0,0,100.000000,0,0.000780,0.448282,32.4356,0.619405,0.577559,0.00707924,1,0.181818,10,0.220854,4,0.997307,0.998707
B1_02,B1,35,140.0,9,9,0,0,100.000000,0,0.007206,0.633292,9.43405,0.718385,0.486825,0.0212578,1,1,9,0.225401,4,0.998091,0.998713
B1_02,B1,36,144.0,10,10,0,0,100.000000,0,0.089572,0.718296,7.38032,0.718986,0.578389,0.0123675,1,0.947368,10,0.19802,3,0.997554,0.998739
B1_02,B1,37,148.0,9,9,0,0,100.000000,0,0.000662,0.651775,7.59491,0.704847,0.541338,0.00560916,1,1,9,0.174477,4,0.998223,0.998701
B1_02,B1,38,152.0,9,9,0,0,100.000000,0,0.001134,0.637502,7.64531,0.703457,0.556642,0.00994823,1,1,9,0.196741,3,0.998284,0.998924
B1_02,B1,39,156.0,10,10,0,0,100.000000,0,0.000555,0.63368,7.88396,0.717047,0.545226,0.00756015,1,1,10,0.207901,3,0.997751,0.998696
